sample_id_canonical	biosample_accession	assembly_accession	sra_run_accession	country_iso3	year	mlst_st	phylo_lineage	prn_call_initial	prn_mechanism_call	prn_call_confidence	prn_event_id	prn_query_cov_pct	prn_best_single_cov_pct	prn_hsp_n	bp_category	insertion_subject_gap_bp	is_element_best_hit	is_element_best_hit_pident	is_element_best_hit_qcov	read_validation_status	read_validation_support	evidence_flags	notes
SAMD00892040	SAMD00892040	GCA_054656335.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892041	SAMD00892041	GCA_054656295.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892042	SAMD00892042	GCA_054656255.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892043	SAMD00892043	GCA_054656235.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892044	SAMD00892044	GCA_054656175.1		JPN	2025	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	91.26	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMD00892045	SAMD00892045	GCA_054656135.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892046	SAMD00892046	GCA_054656075.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892047	SAMD00892047	GCA_054656035.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892048	SAMD00892048	GCA_054656015.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892049	SAMD00892049	GCA_054655955.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892050	SAMD00892050	GCA_054655915.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892051	SAMD00892051	GCA_054655895.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD00892052	SAMD00892052	GCA_054655855.1		JPN	2025	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	91.26	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMD00892053	SAMD00892053	GCA_054655795.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593369	SAMD01593369	GCA_055387325.1		JPN	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593370	SAMD01593370	GCA_055386935.1		JPN	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593371	SAMD01593371	GCA_055386605.1		JPN	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593372	SAMD01593372	GCA_055386115.1		JPN	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593373	SAMD01593373	GCA_055385715.1		JPN	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593374	SAMD01593374	GCA_055385365.1		JPN	2024	NA		disrupted_multi_hsp	coding_disrupted_is481	rule_high	prn_evt_coding_disrupted_is481__is481__gap1043	100.00	91.26	2	insertion_like	1043	IS481	99.81	100.00	not_run	not_evaluated	best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit	confidence_is_pre_prn04_rule_tier
SAMD01593375	SAMD01593375	GCA_055542695.1		JPN	2025	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMD01593376	SAMD01593376	GCA_055384595.1		JPN	2025	NA		disrupted_multi_hsp	coding_disrupted_is481	rule_high	prn_evt_coding_disrupted_is481__is481__gap1043	100.00	91.26	2	insertion_like	1043	IS481	99.81	100.00	not_run	not_evaluated	best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit	confidence_is_pre_prn04_rule_tier
SAMEA1062145	SAMEA1062145	GCA_900327875.1		CZE	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1062146	SAMEA1062146	GCA_900327835.1		CZE	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1062147	SAMEA1062147	GCA_900327845.1		CZE	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1062148	SAMEA1062148	GCA_900327855.1		CZE	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1062149	SAMEA1062149	GCA_900327865.1		CZE	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117615782	SAMEA117615782	GCA_965117315.1		FRA	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117615783	SAMEA117615783	GCA_965117305.1		FRA	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117615784	SAMEA117615784	GCA_965117285.1		FRA	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117615785	SAMEA117615785	GCA_965117295.1		FRA	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117615786	SAMEA117615786	GCA_965117325.1		FRA	2024	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA117660713	SAMEA117660713	GCA_965137715.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1705933	SAMEA1705933	GCA_000195715.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1931276	SAMEA1931276	GCA_001330975.1		TWN	1992	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	17.93	1.68	28						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA1931344	SAMEA1931344	GCA_001330995.1		NLD	1950	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.01	64.43	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931345	SAMEA1931345	GCA_001209245.1		USA	2005	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.65	64.43	6	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931346	SAMEA1931346	GCA_001331015.1		AUS	2002	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.02	64.51	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931347	SAMEA1931347	GCA_001331035.1		HKG	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.71	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931348	SAMEA1931348	GCA_001331055.1		POL	1963	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1931350	SAMEA1931350	GCA_001202695.1		NLD	1965	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.11	64.62	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931351	SAMEA1931351	GCA_001331075.1		NLD	2000	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	79.91	29.31	13						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931352	SAMEA1931352	GCA_001331095.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.99	32.93	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931450	SAMEA1931450	GCA_001209025.1		USA	1993	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.05	64.54	4						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931507	SAMEA1931507	GCA_001201635.1		AUS	1978	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.21	64.62	4	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931536	SAMEA1931536	GCA_001206335.1		CHN	1957	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.37	64.65	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931537	SAMEA1931537	GCA_001211225.1		USA	1986	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.99	64.36	4						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931573	SAMEA1931573	GCA_001211805.1		USA	2003	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.29	64.40	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931718	SAMEA1931718	GCA_001331115.1		NLD	1950	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	65.39	28.65	13						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931720	SAMEA1931720	GCA_001331135.1		RUS	2001	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.96	64.29	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931721	SAMEA1931721	GCA_001209985.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.37	64.62	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931747	SAMEA1931747	GCA_001191795.1		NLD	1988	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.96	63.34	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931748	SAMEA1931748	GCA_001331155.1		KEN	1975	NA		disrupted_multi_hsp	coding_disrupted_inversion_or_rearrangement	rule_medium	prn_evt_rearrangement__within_contig__cov64	97.55	64.22	2	within_contig	67				not_run	not_evaluated	bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931798	SAMEA1931798	GCA_001196005.1		NLD	2001	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.54	64.18	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931799	SAMEA1931799	GCA_001212645.1		USA	2005	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.24	64.62	6	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931800	SAMEA1931800	GCA_001199115.1		USA	2003	NA		disrupted_multi_hsp	coding_disrupted_inversion_or_rearrangement	rule_medium	prn_evt_rearrangement__within_contig__cov66	97.29	66.96	2	within_contig	0				not_run	not_evaluated	bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931801	SAMEA1931801	GCA_001205335.1		AUS	1998	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.19	64.62	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931802	SAMEA1931802	GCA_001204435.1		HKG	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.33	64.47	10						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931804	SAMEA1931804	GCA_001331175.1		KEN	1975	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.24	64.62	5	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931806	SAMEA1931806	GCA_001331195.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	82.40	55.91	16						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931867	SAMEA1931867	GCA_001192135.1		NLD	1977	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.16	64.36	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931868	SAMEA1931868	GCA_001208185.1		KEN	1975	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.43	64.54	4	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1931870	SAMEA1931870	GCA_001199955.1		RUS	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.22	32.67	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1931871	SAMEA1931871	GCA_001331215.1		KEN	1975	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA1932947	SAMEA1932947	GCA_001331235.1		USA	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.08	33.81	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1933004	SAMEA1933004	GCA_001195625.1		NLD	1949	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	90.41	64.32	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1933007	SAMEA1933007	GCA_001331255.1		KEN	1975	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.32	64.62	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1933033	SAMEA1933033	GCA_001197335.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	90.67	64.22	9						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1933040	SAMEA1933040	GCA_001210905.1		POL	1968	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.58	34.03	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1970817	SAMEA1970817	GCA_001331275.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.60	63.26	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1986110	SAMEA1986110	GCA_001200315.1		USA	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.16	64.62	9						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA1986111	SAMEA1986111	GCA_001201155.1		ARG	2005	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.10	64.62	5	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA1986112	SAMEA1986112	GCA_001192535.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.12	62.50	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2015291	SAMEA2015291	GCA_001194605.1		NLD	1999	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.00	64.29	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2015292	SAMEA2015292	GCA_001200435.1		USA	2004	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA2015293	SAMEA2015293	GCA_001331295.1		HKG	2006	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA2015294	SAMEA2015294	GCA_001331315.1		HKG	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	90.27	60.63	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2015295	SAMEA2015295	GCA_001331335.1		HKG	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.79	64.22	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2015299	SAMEA2015299	GCA_001196395.1		NLD	2000	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.01	62.64	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2031986	SAMEA2031986	GCA_001331355.1		KEN	1975	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.66	64.62	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2035349	SAMEA2035349	GCA_001205275.1		NLD	1982	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.51	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA2272749	SAMEA2272749	GCA_000306945.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3178014	SAMEA3178014	GCA_900445965.1		GBR	1964	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3178015	SAMEA3178015	GCA_901472525.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3354379	SAMEA3354379	GCA_001013565.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3643328	SAMEA3643328	GCA_900187345.1		GBR	2012	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3672884	SAMEA3672884	GCA_900445885.1		GBR	2012	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3871515	SAMEA3871515	GCA_900067265.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3905388	SAMEA3905388	GCA_900445805.1				NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3923583	SAMEA3923583	GCA_900445825.1		GBR	1950	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3923584	SAMEA3923584	GCA_900445865.1		DNK		NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3923585	SAMEA3923585	GCA_900445935.1		DNK		NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3923586	SAMEA3923586	GCA_900475665.1		GBR	1967	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA3936801	SAMEA3936801	GCA_900186845.1		GBR	2012	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693567	SAMEA4693567	GCA_900465145.1		CZE	2014	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693568	SAMEA4693568	GCA_900465165.1		CZE	2014	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693569	SAMEA4693569	GCA_900465175.1		CZE	2008	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693570	SAMEA4693570	GCA_900465795.1		CZE	2008	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693571	SAMEA4693571	GCA_900465925.1		CZE	2015	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693572	SAMEA4693572	GCA_900465785.1		CZE	2012	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA4693573	SAMEA4693573	GCA_900465735.1		CZE	2012	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
