segment_id	segment_type	parent_node_id	child_node_id	x_cladogram	xend_cladogram	y_order	yend_order
m5node_000007.vertical	vertical	m5node_000007		6.000000	6.000000	1907.756043	1910.000000
m5node_000007->m5node_000008	horizontal	m5node_000007	m5node_000008	6.000000	7.000000	1907.756043	1907.756043
m5node_000007->GCA_001605295.1	horizontal	m5node_000007	GCA_001605295.1	6.000000	7.000000	1910.000000	1910.000000
m5node_000008.vertical	vertical	m5node_000008		7.000000	7.000000	1906.512087	1909.000000
m5node_000008->m5node_000009	horizontal	m5node_000008	m5node_000009	7.000000	8.000000	1906.512087	1906.512087
m5node_000008->GCA_030644685.1	horizontal	m5node_000008	GCA_030644685.1	7.000000	8.000000	1909.000000	1909.000000
m5node_000009.vertical	vertical	m5node_000009		8.000000	8.000000	1905.024173	1908.000000
m5node_000009->m5node_000010	horizontal	m5node_000009	m5node_000010	8.000000	9.000000	1905.024173	1905.024173
m5node_000009->GCA_002083095.2	horizontal	m5node_000009	GCA_002083095.2	8.000000	9.000000	1908.000000	1908.000000
m5node_000010.vertical	vertical	m5node_000010		9.000000	9.000000	1903.048347	1907.000000
m5node_000010->m5node_000011	horizontal	m5node_000010	m5node_000011	9.000000	10.000000	1903.048347	1903.048347
m5node_000010->GCA_003431345.1	horizontal	m5node_000010	GCA_003431345.1	9.000000	10.000000	1907.000000	1907.000000
m5node_000011.vertical	vertical	m5node_000011		10.000000	10.000000	1900.596693	1905.500000
m5node_000011->m5node_000012	horizontal	m5node_000011	m5node_000012	10.000000	11.000000	1900.596693	1900.596693
m5node_000011->m5node_001915	horizontal	m5node_000011	m5node_001915	10.000000	11.000000	1905.500000	1905.500000
m5node_000012.vertical	vertical	m5node_000012		11.000000	11.000000	1897.193387	1904.000000
m5node_000012->m5node_000013	horizontal	m5node_000012	m5node_000013	11.000000	12.000000	1897.193387	1897.193387
m5node_000012->GCA_002021795.1	horizontal	m5node_000012	GCA_002021795.1	11.000000	12.000000	1904.000000	1904.000000
m5node_000013.vertical	vertical	m5node_000013		12.000000	12.000000	1891.386773	1903.000000
m5node_000013->m5node_000014	horizontal	m5node_000013	m5node_000014	12.000000	13.000000	1891.386773	1891.386773
m5node_000013->GCA_002892725.1	horizontal	m5node_000013	GCA_002892725.1	12.000000	13.000000	1903.000000	1903.000000
m5node_000014.vertical	vertical	m5node_000014		13.000000	13.000000	1881.523547	1901.250000
m5node_000014->m5node_000015	horizontal	m5node_000014	m5node_000015	13.000000	14.000000	1881.523547	1881.523547
m5node_000014->m5node_001913	horizontal	m5node_000014	m5node_001913	13.000000	14.000000	1901.250000	1901.250000
m5node_000015.vertical	vertical	m5node_000015		14.000000	14.000000	1870.351781	1892.695312
m5node_000015->m5node_000016	horizontal	m5node_000015	m5node_000016	14.000000	15.000000	1870.351781	1870.351781
m5node_000015->m5node_001899	horizontal	m5node_000015	m5node_001899	14.000000	15.000000	1892.695312	1892.695312
m5node_000016.vertical	vertical	m5node_000016		15.000000	15.000000	1858.578561	1882.125000
m5node_000016->m5node_000017	horizontal	m5node_000016	m5node_000017	15.000000	16.000000	1858.578561	1858.578561
m5node_000016->m5node_001896	horizontal	m5node_000016	m5node_001896	15.000000	16.000000	1882.125000	1882.125000
m5node_000017.vertical	vertical	m5node_000017		16.000000	16.000000	1839.531146	1877.625977
m5node_000017->m5node_000018	horizontal	m5node_000017	m5node_000018	16.000000	17.000000	1839.531146	1839.531146
m5node_000017->m5node_001883	horizontal	m5node_000017	m5node_001883	16.000000	17.000000	1877.625977	1877.625977
m5node_000018.vertical	vertical	m5node_000018		17.000000	17.000000	1813.062292	1866.000000
m5node_000018->m5node_000019	horizontal	m5node_000018	m5node_000019	17.000000	18.000000	1813.062292	1813.062292
m5node_000018->GCA_900445825.1	horizontal	m5node_000018	GCA_900445825.1	17.000000	18.000000	1866.000000	1866.000000
m5node_000019.vertical	vertical	m5node_000019		18.000000	18.000000	1762.749584	1863.375000
m5node_000019->m5node_000020	horizontal	m5node_000019	m5node_000020	18.000000	19.000000	1762.749584	1762.749584
m5node_000019->m5node_001879	horizontal	m5node_000019	m5node_001879	18.000000	19.000000	1863.375000	1863.375000
m5node_000020.vertical	vertical	m5node_000020		19.000000	19.000000	1721.951763	1803.547405
m5node_000020->m5node_000021	horizontal	m5node_000020	m5node_000021	19.000000	20.000000	1721.951763	1721.951763
m5node_000020->m5node_001746	horizontal	m5node_000020	m5node_001746	19.000000	20.000000	1803.547405	1803.547405
m5node_000021.vertical	vertical	m5node_000021		20.000000	20.000000	1718.403526	1725.500000
m5node_000021->m5node_000022	horizontal	m5node_000021	m5node_000022	20.000000	21.000000	1718.403526	1718.403526
m5node_000021->m5node_001745	horizontal	m5node_000021	m5node_001745	20.000000	21.000000	1725.500000	1725.500000
m5node_000022.vertical	vertical	m5node_000022		21.000000	21.000000	1714.432053	1722.375000
m5node_000022->m5node_000023	horizontal	m5node_000022	m5node_000023	21.000000	22.000000	1714.432053	1714.432053
m5node_000022->m5node_001741	horizontal	m5node_000022	m5node_001741	21.000000	22.000000	1722.375000	1722.375000
m5node_000023.vertical	vertical	m5node_000023		22.000000	22.000000	1710.364106	1718.500000
m5node_000023->m5node_000024	horizontal	m5node_000023	m5node_000024	22.000000	23.000000	1710.364106	1710.364106
m5node_000023->m5node_001740	horizontal	m5node_000023	m5node_001740	22.000000	23.000000	1718.500000	1718.500000
m5node_000024.vertical	vertical	m5node_000024		23.000000	23.000000	1704.790711	1715.937500
m5node_000024->m5node_000025	horizontal	m5node_000024	m5node_000025	23.000000	24.000000	1704.790711	1704.790711
m5node_000024->m5node_001736	horizontal	m5node_000024	m5node_001736	23.000000	24.000000	1715.937500	1715.937500
m5node_000025.vertical	vertical	m5node_000025		24.000000	24.000000	1698.331423	1711.250000
m5node_000025->m5node_000026	horizontal	m5node_000025	m5node_000026	24.000000	25.000000	1698.331423	1698.331423
m5node_000025->m5node_001734	horizontal	m5node_000025	m5node_001734	24.000000	25.000000	1711.250000	1711.250000
m5node_000026.vertical	vertical	m5node_000026		25.000000	25.000000	1690.100345	1706.562500
m5node_000026->m5node_000027	horizontal	m5node_000026	m5node_000027	25.000000	26.000000	1690.100345	1690.100345
m5node_000026->m5node_001730	horizontal	m5node_000026	m5node_001730	25.000000	26.000000	1706.562500	1706.562500
m5node_000027.vertical	vertical	m5node_000027		26.000000	26.000000	1676.200691	1704.000000
m5node_000027->m5node_000028	horizontal	m5node_000027	m5node_000028	26.000000	27.000000	1676.200691	1676.200691
m5node_000027->GCA_001984945.1	horizontal	m5node_000027	GCA_001984945.1	26.000000	27.000000	1704.000000	1704.000000
m5node_000028.vertical	vertical	m5node_000028		27.000000	27.000000	1649.401382	1703.000000
m5node_000028->m5node_000029	horizontal	m5node_000028	m5node_000029	27.000000	28.000000	1649.401382	1649.401382
m5node_000028->GCA_001988235.1	horizontal	m5node_000028	GCA_001988235.1	27.000000	28.000000	1703.000000	1703.000000
m5node_000029.vertical	vertical	m5node_000029		28.000000	28.000000	1598.240264	1700.562500
m5node_000029->m5node_000030	horizontal	m5node_000029	m5node_000030	28.000000	29.000000	1598.240264	1598.240264
m5node_000029->m5node_001726	horizontal	m5node_000029	m5node_001726	28.000000	29.000000	1700.562500	1700.562500
m5node_000030.vertical	vertical	m5node_000030		29.000000	29.000000	1499.480527	1697.000000
m5node_000030->m5node_000031	horizontal	m5node_000030	m5node_000031	29.000000	30.000000	1499.480527	1499.480527
m5node_000030->GCA_013168655.1	horizontal	m5node_000030	GCA_013168655.1	29.000000	30.000000	1697.000000	1697.000000
m5node_000031.vertical	vertical	m5node_000031		30.000000	30.000000	1308.429805	1690.531250
m5node_000031->m5node_000032	horizontal	m5node_000031	m5node_000032	30.000000	31.000000	1308.429805	1308.429805
m5node_000031->m5node_001717	horizontal	m5node_000031	m5node_001717	30.000000	31.000000	1690.531250	1690.531250
m5node_000032.vertical	vertical	m5node_000032		31.000000	31.000000	933.297110	1683.562500
m5node_000032->m5node_000033	horizontal	m5node_000032	m5node_000033	31.000000	32.000000	933.297110	933.297110
m5node_000032->m5node_001711	horizontal	m5node_000032	m5node_001711	31.000000	32.000000	1683.562500	1683.562500
m5node_000033.vertical	vertical	m5node_000033		32.000000	32.000000	343.896487	1522.697732
m5node_000033->m5node_000034	horizontal	m5node_000033	m5node_000034	32.000000	33.000000	343.896487	343.896487
m5node_000033->m5node_000387	horizontal	m5node_000033	m5node_000387	32.000000	33.000000	1522.697732	1522.697732
m5node_000034.vertical	vertical	m5node_000034		33.000000	33.000000	334.292975	353.500000
m5node_000034->m5node_000035	horizontal	m5node_000034	m5node_000035	33.000000	34.000000	334.292975	334.292975
m5node_000034->m5node_000386	horizontal	m5node_000034	m5node_000386	33.000000	34.000000	353.500000	353.500000
m5node_000035.vertical	vertical	m5node_000035		34.000000	34.000000	323.531262	345.054688
m5node_000035->m5node_000036	horizontal	m5node_000035	m5node_000036	34.000000	35.000000	323.531262	323.531262
m5node_000035->m5node_000373	horizontal	m5node_000035	m5node_000373	34.000000	35.000000	345.054688	345.054688
m5node_000036.vertical	vertical	m5node_000036		35.000000	35.000000	309.937523	337.125000
m5node_000036->m5node_000037	horizontal	m5node_000036	m5node_000037	35.000000	36.000000	309.937523	309.937523
m5node_000036->m5node_000370	horizontal	m5node_000036	m5node_000370	35.000000	36.000000	337.125000	337.125000
m5node_000037.vertical	vertical	m5node_000037		36.000000	36.000000	293.849656	326.025391
m5node_000037->m5node_000038	horizontal	m5node_000037	m5node_000038	36.000000	37.000000	293.849656	293.849656
m5node_000037->m5node_000341	horizontal	m5node_000037	m5node_000341	36.000000	37.000000	326.025391	326.025391
m5node_000038.vertical	vertical	m5node_000038		37.000000	37.000000	284.918061	302.781250
m5node_000038->m5node_000039	horizontal	m5node_000038	m5node_000039	37.000000	38.000000	284.918061	284.918061
m5node_000038->m5node_000336	horizontal	m5node_000038	m5node_000336	37.000000	38.000000	302.781250	302.781250
m5node_000039.vertical	vertical	m5node_000039		38.000000	38.000000	271.836123	298.000000
m5node_000039->m5node_000040	horizontal	m5node_000039	m5node_000040	38.000000	39.000000	271.836123	271.836123
m5node_000039->GCA_001988575.1	horizontal	m5node_000039	GCA_001988575.1	38.000000	39.000000	298.000000	298.000000
m5node_000040.vertical	vertical	m5node_000040		39.000000	39.000000	247.547245	296.125000
m5node_000040->m5node_000041	horizontal	m5node_000040	m5node_000041	39.000000	40.000000	247.547245	247.547245
m5node_000040->m5node_000333	horizontal	m5node_000040	m5node_000333	39.000000	40.000000	296.125000	296.125000
m5node_000041.vertical	vertical	m5node_000041		40.000000	40.000000	202.094490	293.000000
m5node_000041->m5node_000042	horizontal	m5node_000041	m5node_000042	40.000000	41.000000	202.094490	202.094490
m5node_000041->GCA_001307645.1	horizontal	m5node_000041	GCA_001307645.1	40.000000	41.000000	293.000000	293.000000
m5node_000042.vertical	vertical	m5node_000042		41.000000	41.000000	114.313980	289.875000
m5node_000042->m5node_000043	horizontal	m5node_000042	m5node_000043	41.000000	42.000000	114.313980	114.313980
m5node_000042->m5node_000330	horizontal	m5node_000042	m5node_000330	41.000000	42.000000	289.875000	289.875000
m5node_000043.vertical	vertical	m5node_000043		42.000000	42.000000	11.214844	217.413116
m5node_000043->m5node_000044	horizontal	m5node_000043	m5node_000044	42.000000	43.000000	11.214844	11.214844
m5node_000043->m5node_000061	horizontal	m5node_000043	m5node_000061	42.000000	43.000000	217.413116	217.413116
m5node_000044.vertical	vertical	m5node_000044		43.000000	43.000000	5.992188	16.437500
m5node_000044->m5node_000045	horizontal	m5node_000044	m5node_000045	43.000000	44.000000	5.992188	5.992188
m5node_000044->m5node_000057	horizontal	m5node_000044	m5node_000057	43.000000	44.000000	16.437500	16.437500
m5node_000045.vertical	vertical	m5node_000045		44.000000	44.000000	1.500000	10.484375
m5node_000045->m5node_000046	horizontal	m5node_000045	m5node_000046	44.000000	45.000000	1.500000	1.500000
m5node_000045->m5node_000047	horizontal	m5node_000045	m5node_000047	44.000000	45.000000	10.484375	10.484375
m5node_000046.vertical	vertical	m5node_000046		45.000000	45.000000	1.000000	2.000000
m5node_000046->GCA_000193595.3	horizontal	m5node_000046	GCA_000193595.3	45.000000	46.000000	1.000000	1.000000
m5node_000046->GCA_001605095.1	horizontal	m5node_000046	GCA_001605095.1	45.000000	46.000000	2.000000	2.000000
m5node_000047.vertical	vertical	m5node_000047		45.000000	45.000000	7.968750	13.000000
m5node_000047->m5node_000048	horizontal	m5node_000047	m5node_000048	45.000000	46.000000	7.968750	7.968750
m5node_000047->GCA_004009155.1	horizontal	m5node_000047	GCA_004009155.1	45.000000	46.000000	13.000000	13.000000
m5node_000048.vertical	vertical	m5node_000048		46.000000	46.000000	5.187500	10.750000
m5node_000048->m5node_000049	horizontal	m5node_000048	m5node_000049	46.000000	47.000000	5.187500	5.187500
m5node_000048->m5node_000055	horizontal	m5node_000048	m5node_000055	46.000000	47.000000	10.750000	10.750000
m5node_000049.vertical	vertical	m5node_000049		47.000000	47.000000	3.500000	6.875000
m5node_000049->m5node_000050	horizontal	m5node_000049	m5node_000050	47.000000	48.000000	3.500000	3.500000
m5node_000049->m5node_000051	horizontal	m5node_000049	m5node_000051	47.000000	48.000000	6.875000	6.875000
m5node_000050.vertical	vertical	m5node_000050		48.000000	48.000000	3.000000	4.000000
m5node_000050->GCA_000479395.2	horizontal	m5node_000050	GCA_000479395.2	48.000000	49.000000	3.000000	3.000000
m5node_000050->GCA_000504325.1	horizontal	m5node_000050	GCA_000504325.1	48.000000	49.000000	4.000000	4.000000
m5node_000051.vertical	vertical	m5node_000051		48.000000	48.000000	5.500000	8.250000
m5node_000051->m5node_000052	horizontal	m5node_000051	m5node_000052	48.000000	49.000000	5.500000	5.500000
m5node_000051->m5node_000053	horizontal	m5node_000051	m5node_000053	48.000000	49.000000	8.250000	8.250000
m5node_000052.vertical	vertical	m5node_000052		49.000000	49.000000	5.000000	6.000000
m5node_000052->GCA_001985245.1	horizontal	m5node_000052	GCA_001985245.1	49.000000	50.000000	5.000000	5.000000
m5node_000052->GCA_001986175.1	horizontal	m5node_000052	GCA_001986175.1	49.000000	50.000000	6.000000	6.000000
m5node_000053.vertical	vertical	m5node_000053		49.000000	49.000000	7.500000	9.000000
m5node_000053->m5node_000054	horizontal	m5node_000053	m5node_000054	49.000000	50.000000	7.500000	7.500000
m5node_000053->GCA_004009595.1	horizontal	m5node_000053	GCA_004009595.1	49.000000	50.000000	9.000000	9.000000
m5node_000054.vertical	vertical	m5node_000054		50.000000	50.000000	7.000000	8.000000
m5node_000054->GCA_001985285.1	horizontal	m5node_000054	GCA_001985285.1	50.000000	51.000000	7.000000	7.000000
m5node_000054->GCA_004008935.1	horizontal	m5node_000054	GCA_004008935.1	50.000000	51.000000	8.000000	8.000000
m5node_000055.vertical	vertical	m5node_000055		47.000000	47.000000	10.000000	11.500000
m5node_000055->GCA_001307525.1	horizontal	m5node_000055	GCA_001307525.1	47.000000	48.000000	10.000000	10.000000
m5node_000055->m5node_000056	horizontal	m5node_000055	m5node_000056	47.000000	48.000000	11.500000	11.500000
m5node_000056.vertical	vertical	m5node_000056		48.000000	48.000000	11.000000	12.000000
m5node_000056->GCA_001686505.1	horizontal	m5node_000056	GCA_001686505.1	48.000000	49.000000	11.000000	11.000000
m5node_000056->GCA_001686545.1	horizontal	m5node_000056	GCA_001686545.1	48.000000	49.000000	12.000000	12.000000
m5node_000057.vertical	vertical	m5node_000057		44.000000	44.000000	14.875000	18.000000
m5node_000057->m5node_000058	horizontal	m5node_000057	m5node_000058	44.000000	45.000000	14.875000	14.875000
m5node_000057->GCA_001988615.1	horizontal	m5node_000057	GCA_001988615.1	44.000000	45.000000	18.000000	18.000000
m5node_000058.vertical	vertical	m5node_000058		45.000000	45.000000	14.000000	15.750000
m5node_000058->GCA_001605175.1	horizontal	m5node_000058	GCA_001605175.1	45.000000	46.000000	14.000000	14.000000
m5node_000058->m5node_000059	horizontal	m5node_000058	m5node_000059	45.000000	46.000000	15.750000	15.750000
m5node_000059.vertical	vertical	m5node_000059		46.000000	46.000000	15.000000	16.500000
m5node_000059->GCA_001988255.1	horizontal	m5node_000059	GCA_001988255.1	46.000000	47.000000	15.000000	15.000000
m5node_000059->m5node_000060	horizontal	m5node_000059	m5node_000060	46.000000	47.000000	16.500000	16.500000
m5node_000060.vertical	vertical	m5node_000060		47.000000	47.000000	16.000000	17.000000
m5node_000060->GCA_001988595.1	horizontal	m5node_000060	GCA_001988595.1	47.000000	48.000000	16.000000	16.000000
m5node_000060->GCA_004009675.1	horizontal	m5node_000060	GCA_004009675.1	47.000000	48.000000	17.000000	17.000000
m5node_000061.vertical	vertical	m5node_000061		43.000000	43.000000	147.951233	286.875000
m5node_000061->m5node_000062	horizontal	m5node_000061	m5node_000062	43.000000	44.000000	147.951233	147.951233
m5node_000061->m5node_000327	horizontal	m5node_000061	m5node_000327	43.000000	44.000000	286.875000	286.875000
m5node_000062.vertical	vertical	m5node_000062		44.000000	44.000000	57.984304	237.918161
m5node_000062->m5node_000063	horizontal	m5node_000062	m5node_000063	44.000000	45.000000	57.984304	57.984304
m5node_000062->m5node_000120	horizontal	m5node_000062	m5node_000120	44.000000	45.000000	237.918161	237.918161
m5node_000063.vertical	vertical	m5node_000063		45.000000	45.000000	43.343609	72.625000
m5node_000063->m5node_000064	horizontal	m5node_000063	m5node_000064	45.000000	46.000000	43.343609	43.343609
m5node_000063->m5node_000114	horizontal	m5node_000063	m5node_000114	45.000000	46.000000	72.625000	72.625000
m5node_000064.vertical	vertical	m5node_000064		46.000000	46.000000	23.656250	63.030968
m5node_000064->m5node_000065	horizontal	m5node_000064	m5node_000065	46.000000	47.000000	23.656250	23.656250
m5node_000064->m5node_000072	horizontal	m5node_000064	m5node_000072	46.000000	47.000000	63.030968	63.030968
m5node_000065.vertical	vertical	m5node_000065		47.000000	47.000000	21.312500	26.000000
m5node_000065->m5node_000066	horizontal	m5node_000065	m5node_000066	47.000000	48.000000	21.312500	21.312500
m5node_000065->GCA_004008715.1	horizontal	m5node_000065	GCA_004008715.1	47.000000	48.000000	26.000000	26.000000
m5node_000066.vertical	vertical	m5node_000066		48.000000	48.000000	19.500000	23.125000
m5node_000066->m5node_000067	horizontal	m5node_000066	m5node_000067	48.000000	49.000000	19.500000	19.500000
m5node_000066->m5node_000068	horizontal	m5node_000066	m5node_000068	48.000000	49.000000	23.125000	23.125000
m5node_000067.vertical	vertical	m5node_000067		49.000000	49.000000	19.000000	20.000000
m5node_000067->GCA_000479455.2	horizontal	m5node_000067	GCA_000479455.2	49.000000	50.000000	19.000000	19.000000
m5node_000067->GCA_001986635.1	horizontal	m5node_000067	GCA_001986635.1	49.000000	50.000000	20.000000	20.000000
m5node_000068.vertical	vertical	m5node_000068		49.000000	49.000000	21.750000	24.500000
m5node_000068->m5node_000069	horizontal	m5node_000068	m5node_000069	49.000000	50.000000	21.750000	21.750000
m5node_000068->m5node_000071	horizontal	m5node_000068	m5node_000071	49.000000	50.000000	24.500000	24.500000
m5node_000069.vertical	vertical	m5node_000069		50.000000	50.000000	21.000000	22.500000
m5node_000069->GCA_001985885.1	horizontal	m5node_000069	GCA_001985885.1	50.000000	51.000000	21.000000	21.000000
m5node_000069->m5node_000070	horizontal	m5node_000069	m5node_000070	50.000000	51.000000	22.500000	22.500000
m5node_000070.vertical	vertical	m5node_000070		51.000000	51.000000	22.000000	23.000000
m5node_000070->GCA_001987135.1	horizontal	m5node_000070	GCA_001987135.1	51.000000	52.000000	22.000000	22.000000
m5node_000070->GCA_001987155.1	horizontal	m5node_000070	GCA_001987155.1	51.000000	52.000000	23.000000	23.000000
m5node_000071.vertical	vertical	m5node_000071		50.000000	50.000000	24.000000	25.000000
m5node_000071->GCA_001986795.1	horizontal	m5node_000071	GCA_001986795.1	50.000000	51.000000	24.000000	24.000000
m5node_000071->GCA_001987175.1	horizontal	m5node_000071	GCA_001987175.1	50.000000	51.000000	25.000000	25.000000
m5node_000072.vertical	vertical	m5node_000072		47.000000	47.000000	59.780685	66.281250
m5node_000072->m5node_000073	horizontal	m5node_000072	m5node_000073	47.000000	48.000000	59.780685	59.780685
m5node_000072->m5node_000108	horizontal	m5node_000072	m5node_000108	47.000000	48.000000	66.281250	66.281250
m5node_000073.vertical	vertical	m5node_000073		48.000000	48.000000	58.061371	61.500000
m5node_000073->m5node_000074	horizontal	m5node_000073	m5node_000074	48.000000	49.000000	58.061371	58.061371
m5node_000073->m5node_000107	horizontal	m5node_000073	m5node_000107	48.000000	49.000000	61.500000	61.500000
m5node_000074.vertical	vertical	m5node_000074		49.000000	49.000000	56.122742	60.000000
m5node_000074->m5node_000075	horizontal	m5node_000074	m5node_000075	49.000000	50.000000	56.122742	56.122742
m5node_000074->GCA_001988075.1	horizontal	m5node_000074	GCA_001988075.1	49.000000	50.000000	60.000000	60.000000
m5node_000075.vertical	vertical	m5node_000075		50.000000	50.000000	53.245483	59.000000
m5node_000075->m5node_000076	horizontal	m5node_000075	m5node_000076	50.000000	51.000000	53.245483	53.245483
m5node_000075->GCA_001986375.1	horizontal	m5node_000075	GCA_001986375.1	50.000000	51.000000	59.000000	59.000000
m5node_000076.vertical	vertical	m5node_000076		51.000000	51.000000	50.865967	55.625000
m5node_000076->m5node_000077	horizontal	m5node_000076	m5node_000077	51.000000	52.000000	50.865967	50.865967
m5node_000076->m5node_000103	horizontal	m5node_000076	m5node_000103	51.000000	52.000000	55.625000	55.625000
m5node_000077.vertical	vertical	m5node_000077		52.000000	52.000000	48.731934	53.000000
m5node_000077->m5node_000078	horizontal	m5node_000077	m5node_000078	52.000000	53.000000	48.731934	48.731934
m5node_000077->GCA_001986415.1	horizontal	m5node_000077	GCA_001986415.1	52.000000	53.000000	53.000000	53.000000
m5node_000078.vertical	vertical	m5node_000078		53.000000	53.000000	45.963867	51.500000
m5node_000078->m5node_000079	horizontal	m5node_000078	m5node_000079	53.000000	54.000000	45.963867	45.963867
m5node_000078->m5node_000102	horizontal	m5node_000078	m5node_000102	53.000000	54.000000	51.500000	51.500000
m5node_000079.vertical	vertical	m5node_000079		54.000000	54.000000	42.427734	49.500000
m5node_000079->m5node_000080	horizontal	m5node_000079	m5node_000080	54.000000	55.000000	42.427734	42.427734
m5node_000079->m5node_000101	horizontal	m5node_000079	m5node_000101	54.000000	55.000000	49.500000	49.500000
m5node_000080.vertical	vertical	m5node_000080		55.000000	55.000000	38.730469	46.125000
m5node_000080->m5node_000081	horizontal	m5node_000080	m5node_000081	55.000000	56.000000	38.730469	38.730469
m5node_000080->m5node_000098	horizontal	m5node_000080	m5node_000098	55.000000	56.000000	46.125000	46.125000
m5node_000081.vertical	vertical	m5node_000081		56.000000	56.000000	35.773438	41.687500
m5node_000081->m5node_000082	horizontal	m5node_000081	m5node_000082	56.000000	57.000000	35.773438	35.773438
m5node_000081->m5node_000093	horizontal	m5node_000081	m5node_000093	56.000000	57.000000	41.687500	41.687500
m5node_000082.vertical	vertical	m5node_000082		57.000000	57.000000	33.546875	38.000000
m5node_000082->m5node_000083	horizontal	m5node_000082	m5node_000083	57.000000	58.000000	33.546875	33.546875
m5node_000082->GCA_001686565.1	horizontal	m5node_000082	GCA_001686565.1	57.000000	58.000000	38.000000	38.000000
m5node_000083.vertical	vertical	m5node_000083		58.000000	58.000000	31.343750	35.750000
m5node_000083->m5node_000084	horizontal	m5node_000083	m5node_000084	58.000000	59.000000	31.343750	31.343750
m5node_000083->m5node_000091	horizontal	m5node_000083	m5node_000091	58.000000	59.000000	35.750000	35.750000
m5node_000084.vertical	vertical	m5node_000084		59.000000	59.000000	29.937500	32.750000
m5node_000084->m5node_000085	horizontal	m5node_000084	m5node_000085	59.000000	60.000000	29.937500	29.937500
m5node_000084->m5node_000089	horizontal	m5node_000084	m5node_000089	59.000000	60.000000	32.750000	32.750000
m5node_000085.vertical	vertical	m5node_000085		60.000000	60.000000	28.875000	31.000000
m5node_000085->m5node_000086	horizontal	m5node_000085	m5node_000086	60.000000	61.000000	28.875000	28.875000
m5node_000085->GCA_001987335.1	horizontal	m5node_000085	GCA_001987335.1	60.000000	61.000000	31.000000	31.000000
m5node_000086.vertical	vertical	m5node_000086		61.000000	61.000000	27.750000	30.000000
m5node_000086->m5node_000087	horizontal	m5node_000086	m5node_000087	61.000000	62.000000	27.750000	27.750000
m5node_000086->GCA_001986435.1	horizontal	m5node_000086	GCA_001986435.1	61.000000	62.000000	30.000000	30.000000
m5node_000087.vertical	vertical	m5node_000087		62.000000	62.000000	27.000000	28.500000
m5node_000087->GCA_000479495.2	horizontal	m5node_000087	GCA_000479495.2	62.000000	63.000000	27.000000	27.000000
m5node_000087->m5node_000088	horizontal	m5node_000087	m5node_000088	62.000000	63.000000	28.500000	28.500000
m5node_000088.vertical	vertical	m5node_000088		63.000000	63.000000	28.000000	29.000000
m5node_000088->GCA_000479835.2	horizontal	m5node_000088	GCA_000479835.2	63.000000	64.000000	28.000000	28.000000
m5node_000088->GCA_000479895.2	horizontal	m5node_000088	GCA_000479895.2	63.000000	64.000000	29.000000	29.000000
m5node_000089.vertical	vertical	m5node_000089		60.000000	60.000000	32.000000	33.500000
m5node_000089->GCA_001985005.1	horizontal	m5node_000089	GCA_001985005.1	60.000000	61.000000	32.000000	32.000000
m5node_000089->m5node_000090	horizontal	m5node_000089	m5node_000090	60.000000	61.000000	33.500000	33.500000
m5node_000090.vertical	vertical	m5node_000090		61.000000	61.000000	33.000000	34.000000
m5node_000090->GCA_001988835.1	horizontal	m5node_000090	GCA_001988835.1	61.000000	62.000000	33.000000	33.000000
m5node_000090->GCA_004009135.1	horizontal	m5node_000090	GCA_004009135.1	61.000000	62.000000	34.000000	34.000000
m5node_000091.vertical	vertical	m5node_000091		59.000000	59.000000	35.000000	36.500000
