node_id	parent_node_id	node_type	tip_label	x_cladogram	x_branch_length	y_order	branch_support	is_reference	is_fitch_origin	origin_id	n_tips_total	n_tips_disrupted	n_countries	origin_first_year	origin_last_year	dominant_prn_mechanism	origin_support_score	observed_prn_state	prn_mechanism_call	country_iso3	year	mlst_st	phylo_lineage
GCA_000479395.2	m5node_000050	tip	GCA_000479395.2	49.000000	0.000040	3.000000		False	False									intact	intact				
GCA_000504325.1	m5node_000050	tip	GCA_000504325.1	49.000000	0.000040	4.000000		False	False									intact	intact	USA	2010		
m5node_000051	m5node_000049	internal		48.000000	0.000040	6.875000	97	False	False														
m5node_000052	m5node_000051	internal		49.000000	0.000040	5.500000	100	False	False														
GCA_001985245.1	m5node_000052	tip	GCA_001985245.1	50.000000	0.000040	5.000000		False	False									intact	intact	USA	2009		
GCA_001986175.1	m5node_000052	tip	GCA_001986175.1	50.000000	0.000040	6.000000		False	False									intact	intact	USA	2009		
m5node_000053	m5node_000051	internal		49.000000	0.000040	8.250000	100	False	False														
m5node_000054	m5node_000053	internal		50.000000	0.000040	7.500000	100	False	False														
GCA_001985285.1	m5node_000054	tip	GCA_001985285.1	51.000000	0.000040	7.000000		False	False									intact	intact	USA	2010		
GCA_004008935.1	m5node_000054	tip	GCA_004008935.1	51.000000	0.000040	8.000000		False	False									intact	intact	USA	2012		
GCA_004009595.1	m5node_000053	tip	GCA_004009595.1	50.000000	0.000040	9.000000		False	False									intact	intact	USA	2003		
m5node_000055	m5node_000048	internal		47.000000	0.000040	10.750000	95	False	False														
GCA_001307525.1	m5node_000055	tip	GCA_001307525.1	48.000000	0.000040	10.000000		False	False									disrupted	coding_disrupted_is481	FRA	2009		
m5node_000056	m5node_000055	internal		48.000000	0.000040	11.500000	100	False	False														
GCA_001686505.1	m5node_000056	tip	GCA_001686505.1	49.000000	0.000040	11.000000		False	False									intact	intact	USA	2001		
GCA_001686545.1	m5node_000056	tip	GCA_001686545.1	49.000000	0.000040	12.000000		False	False									intact	intact	USA	2001		
GCA_004009155.1	m5node_000047	tip	GCA_004009155.1	46.000000	0.000040	13.000000		False	False									intact	intact	USA	2003		
m5node_000057	m5node_000044	internal		44.000000	0.000040	16.437500	94	False	False														
m5node_000058	m5node_000057	internal		45.000000	0.000040	14.875000	100	False	False														
GCA_001605175.1	m5node_000058	tip	GCA_001605175.1	46.000000	0.000040	14.000000		False	False									intact	intact	USA	2010		
m5node_000059	m5node_000058	internal		46.000000	0.000040	15.750000	100	False	False														
GCA_001988255.1	m5node_000059	tip	GCA_001988255.1	47.000000	0.000040	15.000000		False	False									intact	intact	USA	2011		
m5node_000060	m5node_000059	internal		47.000000	0.000040	16.500000	100	False	False														
GCA_001988595.1	m5node_000060	tip	GCA_001988595.1	48.000000	0.000040	16.000000		False	False									intact	intact	USA	2004		
GCA_004009675.1	m5node_000060	tip	GCA_004009675.1	48.000000	0.000040	17.000000		False	False									intact	intact	USA	2006		
GCA_001988615.1	m5node_000057	tip	GCA_001988615.1	45.000000	0.000040	18.000000		False	False									intact	intact	USA	2007		
m5node_000061	m5node_000043	internal		43.000000	0.000040	217.413116	27	False	False														
m5node_000062	m5node_000061	internal		44.000000	0.000040	147.951233	32	False	False														
m5node_000063	m5node_000062	internal		45.000000	0.000040	57.984304	29	False	False														
m5node_000064	m5node_000063	internal		46.000000	0.000040	43.343609	38	False	False														
m5node_000065	m5node_000064	internal		47.000000	0.000040	23.656250	100	False	True	origin_0001	1	1	1	2009	2009	coding_disrupted_is481	1.000000						
m5node_000066	m5node_000065	internal		48.000000	0.000040	21.312500	99	False	False														
m5node_000067	m5node_000066	internal		49.000000	0.000040	19.500000	39	False	False														
GCA_000479455.2	m5node_000067	tip	GCA_000479455.2	50.000000	0.000040	19.000000		False	False									intact	intact				
GCA_001986635.1	m5node_000067	tip	GCA_001986635.1	50.000000	0.000040	20.000000		False	False									intact	intact	USA	2011		
m5node_000068	m5node_000066	internal		49.000000	0.000040	23.125000	100	False	False														
m5node_000069	m5node_000068	internal		50.000000	0.000040	21.750000	100	False	False														
GCA_001985885.1	m5node_000069	tip	GCA_001985885.1	51.000000	0.000040	21.000000		False	False									intact	intact	USA	2013		
m5node_000070	m5node_000069	internal		51.000000	0.000040	22.500000	100	False	False														
GCA_001987135.1	m5node_000070	tip	GCA_001987135.1	52.000000	0.000040	22.000000		False	False									intact	intact	USA	2012		
GCA_001987155.1	m5node_000070	tip	GCA_001987155.1	52.000000	0.000040	23.000000		False	False									intact	intact	USA	2012		
m5node_000071	m5node_000068	internal		50.000000	0.000040	24.500000	100	False	False														
GCA_001986795.1	m5node_000071	tip	GCA_001986795.1	51.000000	0.000040	24.000000		False	False									intact	intact	USA	2011		
GCA_001987175.1	m5node_000071	tip	GCA_001987175.1	51.000000	0.000040	25.000000		False	False									intact	intact	USA	2012		
GCA_004008715.1	m5node_000065	tip	GCA_004008715.1	48.000000	0.000040	26.000000		False	False									intact	intact	USA	2009		
m5node_000072	m5node_000064	internal		47.000000	0.000040	63.030968	42	False	False														
m5node_000073	m5node_000072	internal		48.000000	0.000040	59.780685	16	False	False														
m5node_000074	m5node_000073	internal		49.000000	0.000040	58.061371	10	False	False														
m5node_000075	m5node_000074	internal		50.000000	0.000040	56.122742	10	False	False														
m5node_000076	m5node_000075	internal		51.000000	0.000040	53.245483	9	False	False														
m5node_000077	m5node_000076	internal		52.000000	0.000040	50.865967	9	False	False														
m5node_000078	m5node_000077	internal		53.000000	0.000040	48.731934	9	False	False														
m5node_000079	m5node_000078	internal		54.000000	0.000040	45.963867	9	False	False														
m5node_000080	m5node_000079	internal		55.000000	0.000040	42.427734	42	False	False														
m5node_000081	m5node_000080	internal		56.000000	0.000040	38.730469	44	False	False														
m5node_000082	m5node_000081	internal		57.000000	0.000040	35.773438	46	False	False														
m5node_000083	m5node_000082	internal		58.000000	0.000040	33.546875	51	False	False														
m5node_000084	m5node_000083	internal		59.000000	0.000040	31.343750	53	False	False														
m5node_000085	m5node_000084	internal		60.000000	0.000040	29.937500	34	False	False														
m5node_000086	m5node_000085	internal		61.000000	0.000040	28.875000	100	False	False														
m5node_000087	m5node_000086	internal		62.000000	0.000040	27.750000	100	False	False														
GCA_000479495.2	m5node_000087	tip	GCA_000479495.2	63.000000	0.000040	27.000000		False	False									intact	intact				
m5node_000088	m5node_000087	internal		63.000000	0.000040	28.500000	100	False	False														
GCA_000479835.2	m5node_000088	tip	GCA_000479835.2	64.000000	0.000040	28.000000		False	False									intact	intact				
GCA_000479895.2	m5node_000088	tip	GCA_000479895.2	64.000000	0.000040	29.000000		False	False									intact	intact				
GCA_001986435.1	m5node_000086	tip	GCA_001986435.1	62.000000	0.000040	30.000000		False	False									intact	intact	USA	2000		
GCA_001987335.1	m5node_000085	tip	GCA_001987335.1	61.000000	0.000050	31.000000		False	False									intact	intact	USA	2012		
m5node_000089	m5node_000084	internal		60.000000	0.000040	32.750000	100	False	False														
GCA_001985005.1	m5node_000089	tip	GCA_001985005.1	61.000000	0.000040	32.000000		False	False									intact	intact	USA	2003		
m5node_000090	m5node_000089	internal		61.000000	0.000040	33.500000	100	False	False														
GCA_001988835.1	m5node_000090	tip	GCA_001988835.1	62.000000	0.000040	33.000000		False	False									intact	intact	USA	2012		
GCA_004009135.1	m5node_000090	tip	GCA_004009135.1	62.000000	0.000040	34.000000		False	False									intact	intact	USA	2012		
m5node_000091	m5node_000083	internal		59.000000	0.000040	35.750000	67	False	False														
GCA_001605235.1	m5node_000091	tip	GCA_001605235.1	60.000000	0.000040	35.000000		False	False									intact	intact	USA	2010		
m5node_000092	m5node_000091	internal		60.000000	0.000040	36.500000	88	False	False														
GCA_001985225.1	m5node_000092	tip	GCA_001985225.1	61.000000	0.000040	36.000000		False	False									intact	intact	USA	2007		
GCA_002286055.1	m5node_000092	tip	GCA_002286055.1	61.000000	0.000040	37.000000		False	False									intact	intact	USA	2000		
GCA_001686565.1	m5node_000082	tip	GCA_001686565.1	58.000000	0.000040	38.000000		False	False									intact	intact	USA	2005		
m5node_000093	m5node_000081	internal		57.000000	0.000040	41.687500	44	False	False														
m5node_000094	m5node_000093	internal		58.000000	0.000040	39.875000	45	False	False														
GCA_001986005.1	m5node_000094	tip	GCA_001986005.1	59.000000	0.000040	39.000000		False	False									intact	intact	USA	2004		
m5node_000095	m5node_000094	internal		59.000000	0.000040	40.750000	100	False	False														
GCA_001987415.1	m5node_000095	tip	GCA_001987415.1	60.000000	0.000040	40.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2012		
m5node_000096	m5node_000095	internal		60.000000	0.000040	41.500000	100	False	False														
GCA_008821345.1	m5node_000096	tip	GCA_008821345.1	61.000000	0.000040	41.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2015		
GCA_030253765.1	m5node_000096	tip	GCA_030253765.1	61.000000	0.000040	42.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2018		
m5node_000097	m5node_000093	internal		58.000000	0.000040	43.500000	100	False	False														
GCA_001988675.1	m5node_000097	tip	GCA_001988675.1	59.000000	0.000050	43.000000		False	False									intact	intact	USA	2008		
GCA_017357165.1	m5node_000097	tip	GCA_017357165.1	59.000000	0.000040	44.000000		False	False									intact	intact	AUS	2008		
m5node_000098	m5node_000080	internal		56.000000	0.000040	46.125000	99	False	False														
GCA_001307605.1	m5node_000098	tip	GCA_001307605.1	57.000000	0.000040	45.000000		False	False									intact	intact	NLD	1999		
m5node_000099	m5node_000098	internal		57.000000	0.000040	47.250000	99	False	False														
m5node_000100	m5node_000099	internal		58.000000	0.000040	46.500000	100	False	False														
GCA_001986455.1	m5node_000100	tip	GCA_001986455.1	59.000000	0.000040	46.000000		False	False									intact	intact	USA	2001		
GCA_004009255.1	m5node_000100	tip	GCA_004009255.1	59.000000	0.000040	47.000000		False	False									intact	intact	USA	2001		
GCA_002286175.1	m5node_000099	tip	GCA_002286175.1	58.000000	0.000040	48.000000		False	False									intact	intact	USA	2002		
m5node_000101	m5node_000079	internal		55.000000	0.000040	49.500000	97	False	False														
GCA_001307585.1	m5node_000101	tip	GCA_001307585.1	56.000000	0.000040	49.000000		False	False									intact	intact	NLD	1999		
GCA_001988275.1	m5node_000101	tip	GCA_001988275.1	56.000000	0.000050	50.000000		False	False									intact	intact	USA	2011		
m5node_000102	m5node_000078	internal		54.000000	0.000040	51.500000	78	False	False														
GCA_000479715.2	m5node_000102	tip	GCA_000479715.2	55.000000	0.000050	51.000000		False	False									disrupted	coding_disrupted_is481				
GCA_900465745.1	m5node_000102	tip	GCA_900465745.1	55.000000	0.000050	52.000000		False	False									intact	intact	CZE	2012		
GCA_001986415.1	m5node_000077	tip	GCA_001986415.1	53.000000	0.000040	53.000000		False	False									intact	intact	USA	2000		
m5node_000103	m5node_000076	internal		52.000000	0.000040	55.625000	48	False	False														
m5node_000104	m5node_000103	internal		53.000000	0.000040	54.500000	100	False	False														
GCA_000479535.2	m5node_000104	tip	GCA_000479535.2	54.000000	0.000050	54.000000		False	False									disrupted	coding_disrupted_is481				
GCA_004009635.1	m5node_000104	tip	GCA_004009635.1	54.000000	0.000040	55.000000		False	False									intact	intact	USA	2002		
m5node_000105	m5node_000103	internal		53.000000	0.000040	56.750000	88	False	False														
GCA_004009275.1	m5node_000105	tip	GCA_004009275.1	54.000000	0.000040	56.000000		False	False									intact	intact	USA	2003		
m5node_000106	m5node_000105	internal		54.000000	0.000050	57.500000	100	False	False														
GCA_004636805.1	m5node_000106	tip	GCA_004636805.1	55.000000	0.000050	57.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2016		
GCA_004636825.1	m5node_000106	tip	GCA_004636825.1	55.000000	0.000050	58.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2016		
GCA_001986375.1	m5node_000075	tip	GCA_001986375.1	51.000000	0.000040	59.000000		False	False									intact	intact	USA	2000		
GCA_001988075.1	m5node_000074	tip	GCA_001988075.1	50.000000	0.000040	60.000000		False	False									intact	intact	USA	2000		
m5node_000107	m5node_000073	internal		49.000000	0.000040	61.500000	100	False	False														
GCA_001686525.1	m5node_000107	tip	GCA_001686525.1	50.000000	0.000040	61.000000		False	False									intact	intact	USA	2001		
GCA_001686605.1	m5node_000107	tip	GCA_001686605.1	50.000000	0.000040	62.000000		False	False									intact	intact	USA	2001		
m5node_000108	m5node_000072	internal		48.000000	0.000040	66.281250	86	False	False														
m5node_000109	m5node_000108	internal		49.000000	0.000040	64.062500	62	False	False														
GCA_001985045.1	m5node_000109	tip	GCA_001985045.1	50.000000	0.000040	63.000000		False	False									intact	intact	USA	2005		
m5node_000110	m5node_000109	internal		50.000000	0.000040	65.125000	71	False	False														
GCA_001985345.1	m5node_000110	tip	GCA_001985345.1	51.000000	0.000040	64.000000		False	False									intact	intact	USA	2010		
m5node_000111	m5node_000110	internal		51.000000	0.000040	66.250000	99	False	False														
m5node_000112	m5node_000111	internal		52.000000	0.000040	65.500000	100	False	False														
GCA_001986195.1	m5node_000112	tip	GCA_001986195.1	53.000000	0.000040	65.000000		False	False									intact	intact	USA			
GCA_001988815.1	m5node_000112	tip	GCA_001988815.1	53.000000	0.000040	66.000000		False	False									intact	intact	USA	2010		
GCA_001986535.1	m5node_000111	tip	GCA_001986535.1	52.000000	0.000040	67.000000		False	False									intact	intact	USA	2010		
m5node_000113	m5node_000108	internal		49.000000	0.000040	68.500000	100	False	False														
GCA_001985185.1	m5node_000113	tip	GCA_001985185.1	50.000000	0.000040	68.000000		False	False									intact	intact	USA	2008		
GCA_004007475.1	m5node_000113	tip	GCA_004007475.1	50.000000	0.000040	69.000000		False	False									intact	intact	USA	2007		
m5node_000114	m5node_000063	internal		46.000000	0.000040	72.625000	44	False	False														
m5node_000115	m5node_000114	internal		47.000000	0.000040	70.500000	100	False	False														
GCA_000479475.2	m5node_000115	tip	GCA_000479475.2	48.000000	0.000040	70.000000		False	False									intact	intact				
GCA_001605075.1	m5node_000115	tip	GCA_001605075.1	48.000000	0.000040	71.000000		False	False									intact	intact	USA	2010		
m5node_000116	m5node_000114	internal		47.000000	0.000040	74.750000	84	False	False														
m5node_000117	m5node_000116	internal		48.000000	0.000040	73.500000	90	False	False														
m5node_000118	m5node_000117	internal		49.000000	0.000040	72.500000	99	False	False														
GCA_001985025.1	m5node_000118	tip	GCA_001985025.1	50.000000	0.000040	72.000000		False	False									intact	intact	USA	2004		
GCA_900465175.1	m5node_000118	tip	GCA_900465175.1	50.000000	0.000040	73.000000		False	False									intact	intact	CZE	2008		
m5node_000119	m5node_000117	internal		49.000000	0.000040	74.500000	100	False	False														
GCA_001985445.1	m5node_000119	tip	GCA_001985445.1	50.000000	0.000040	74.000000		False	False									intact	intact	USA	2011		
GCA_002240475.1	m5node_000119	tip	GCA_002240475.1	50.000000	0.000040	75.000000		False	False									insufficient_data	uncertain_fragmented_assembly	USA	2011		
GCA_001985845.1	m5node_000116	tip	GCA_001985845.1	48.000000	0.000040	76.000000		False	False									disrupted	coding_disrupted_is481	USA	2013		
m5node_000120	m5node_000062	internal		45.000000	0.000040	237.918161	43	False	False														
m5node_000121	m5node_000120	internal		46.000000	0.000040	218.820576	41	False	False														
m5node_000122	m5node_000121	internal		47.000000	0.000040	213.391152	41	False	False														
m5node_000123	m5node_000122	internal		48.000000	0.000040	207.594803	29	False	False														
m5node_000124	m5node_000123	internal		49.000000	0.000040	204.127107	11	False	False														
m5node_000125	m5node_000124	internal		50.000000	0.000040	200.504213	19	False	False														
m5node_000126	m5node_000125	internal		51.000000	0.000040	197.508427	11	False	False														
m5node_000127	m5node_000126	internal		52.000000	0.000040	193.516853	8	False	False														
m5node_000128	m5node_000127	internal		53.000000	0.000040	188.283707	8	False	False														
m5node_000129	m5node_000128	internal		54.000000	0.000040	180.575226	9	False	False														
m5node_000130	m5node_000129	internal		55.000000	0.000040	174.275453	43	False	False														
m5node_000131	m5node_000130	internal		56.000000	0.000040	164.300905	43	False	False														
m5node_000132	m5node_000131	internal		57.000000	0.000040	147.351810	31	False	False														
m5node_000133	m5node_000132	internal		58.000000	0.000040	118.523933	31	False	False														
m5node_000134	m5node_000133	internal		59.000000	0.000040	89.829224	18	False	True	origin_0002	3	3	1	2012	2018	coding_disrupted_inversion_or_rearrangement	1.000000						
m5node_000135	m5node_000134	internal		60.000000	0.000050	83.453125	44	False	False														
m5node_000136	m5node_000135	internal		61.000000	0.000050	81.656250	44	False	False														
m5node_000137	m5node_000136	internal		62.000000	0.000050	80.312500	44	False	False														
m5node_000138	m5node_000137	internal		63.000000	0.000060	79.125000	15	False	False														
m5node_000139	m5node_000138	internal		64.000000	0.000060	78.250000	13	False	False														
m5node_000140	m5node_000139	internal		65.000000	0.000060	77.500000	38	False	False														
GCA_000479775.2	m5node_000140	tip	GCA_000479775.2	66.000000	0.000070	77.000000		False	False									disrupted	coding_disrupted_other				
GCA_004007215.1	m5node_000140	tip	GCA_004007215.1	66.000000	0.000060	78.000000		False	False									intact	intact	USA	2000		
GCA_000479675.2	m5node_000139	tip	GCA_000479675.2	65.000000	0.000080	79.000000		False	False									intact	intact				
GCA_000479755.2	m5node_000138	tip	GCA_000479755.2	64.000000	0.000070	80.000000		False	False									insufficient_data	uncertain_fragmented_assembly				
m5node_000141	m5node_000137	internal		63.000000	0.000050	81.500000	44	False	False														
GCA_003367275.1	m5node_000141	tip	GCA_003367275.1	64.000000	0.000050	81.000000		False	False									intact	intact	GBR	2012		
GCA_002286095.1	m5node_000141	tip	GCA_002286095.1	64.000000	0.000050	82.000000		False	False									intact	intact	USA	2002		
GCA_004009195.1	m5node_000136	tip	GCA_004009195.1	62.000000	0.000050	83.000000		False	False									intact	intact	USA	2004		
m5node_000142	m5node_000135	internal		61.000000	0.000050	85.250000	83	False	False														
m5node_000143	m5node_000142	internal		62.000000	0.000050	84.500000	100	False	False														
GCA_003355025.1	m5node_000143	tip	GCA_003355025.1	63.000000	0.000050	84.000000		False	False									intact	intact	GBR	2012		
GCA_003355065.1	m5node_000143	tip	GCA_003355065.1	63.000000	0.000050	85.000000		False	False									intact	intact	GBR	2012		
GCA_003355045.1	m5node_000142	tip	GCA_003355045.1	62.000000	0.000050	86.000000		False	False									intact	intact	GBR	2012		
m5node_000144	m5node_000134	internal		60.000000	0.000040	96.205322	100	False	False														
m5node_000145	m5node_000144	internal		61.000000	0.000040	89.410645	100	False	False														
GCA_001987115.1	m5node_000145	tip	GCA_001987115.1	62.000000	0.000040	87.000000		False	False									intact	intact	USA	2012		
m5node_000146	m5node_000145	internal		62.000000	0.000040	91.821289	100	False	False														
GCA_017357205.1	m5node_000146	tip	GCA_017357205.1	63.000000	0.000040	88.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	AUS	2011		
m5node_000147	m5node_000146	internal		63.000000	0.000040	95.642578	99	False	False														
m5node_000148	m5node_000147	internal		64.000000	0.000040	90.562500	100	False	False														
GCA_030252855.1	m5node_000148	tip	GCA_030252855.1	65.000000	0.000040	89.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2020		
m5node_000149	m5node_000148	internal		65.000000	0.000040	92.125000	56	False	False														
m5node_000150	m5node_000149	internal		66.000000	0.000040	91.250000	56	False	False														
m5node_000151	m5node_000150	internal		67.000000	0.000040	90.500000	55	False	False														
GCA_042465125.1	m5node_000151	tip	GCA_042465125.1	68.000000	0.000040	90.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2020		
GCA_042465145.1	m5node_000151	tip	GCA_042465145.1	68.000000	0.000040	91.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2020		
GCA_042465155.1	m5node_000150	tip	GCA_042465155.1	67.000000	0.000040	92.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2020		
GCA_042465135.1	m5node_000149	tip	GCA_042465135.1	66.000000	0.000040	93.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2020		
m5node_000152	m5node_000147	internal		64.000000	0.000040	100.722656	99	False	False														
m5node_000153	m5node_000152	internal		65.000000	0.000040	99.445312	67	False	True	origin_0003	1	1	0			coding_disrupted_is481	1.000000						
m5node_000154	m5node_000153	internal		66.000000	0.000040	97.890625	67	False	False														
m5node_000155	m5node_000154	internal		67.000000	0.000040	95.781250	81	False	False														
GCA_030254045.1	m5node_000155	tip	GCA_030254045.1	68.000000	0.000040	94.000000		False	False									insufficient_data	uncertain_fragmented_assembly	USA	2019		
m5node_000156	m5node_000155	internal		68.000000	0.000040	97.562500	25	False	False														
m5node_000157	m5node_000156	internal		69.000000	0.000040	96.125000	35	False	False														
GCA_030254065.1	m5node_000157	tip	GCA_030254065.1	70.000000	0.000040	95.000000		False	False									insufficient_data	uncertain_fragmented_assembly	USA	2019		
m5node_000158	m5node_000157	internal		70.000000	0.000040	97.250000	20	False	True	origin_0004	1	1	0			coding_disrupted_is481	1.000000						
m5node_000159	m5node_000158	internal		71.000000	0.000040	96.500000	85	False	False														
GCA_030254085.1	m5node_000159	tip	GCA_030254085.1	72.000000	0.000040	96.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2019		
GCA_030254145.1	m5node_000159	tip	GCA_030254145.1	72.000000	0.000040	97.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2019		
GCA_030254245.1	m5node_000158	tip	GCA_030254245.1	71.000000	0.000040	98.000000		False	False									insufficient_data	uncertain_fragmented_assembly	USA	2019		
GCA_030254105.1	m5node_000156	tip	GCA_030254105.1	69.000000	0.000040	99.000000		False	False									insufficient_data	uncertain_fragmented_assembly	USA	2019		
GCA_030254225.1	m5node_000154	tip	GCA_030254225.1	67.000000	0.000040	100.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2019		
GCA_030254185.1	m5node_000153	tip	GCA_030254185.1	66.000000	0.000040	101.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2019		
GCA_030254125.1	m5node_000152	tip	GCA_030254125.1	65.000000	0.000040	102.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	USA	2019		
GCA_022407155.1	m5node_000144	tip	GCA_022407155.1	61.000000	0.000040	103.000000		False	False									disrupted	coding_disrupted_inversion_or_rearrangement	NZL	2012		
m5node_000160	m5node_000133	internal		59.000000	0.000040	147.218643	80	False	False														
m5node_000161	m5node_000160	internal		60.000000	0.000040	128.671661	100	False	False														
m5node_000162	m5node_000161	internal		61.000000	0.000040	110.232422	100	False	True	origin_0005	2	2	1	2016	2016	coding_disrupted_inversion_or_rearrangement	1.000000						
m5node_000163	m5node_000162	internal		62.000000	0.000040	106.375000	93	False	False														
m5node_000164	m5node_000163	internal		63.000000	0.000040	105.250000	100	False	False														
m5node_000165	m5node_000164	internal		64.000000	0.000040	104.500000	100	False	False														
GCA_001605365.1	m5node_000165	tip	GCA_001605365.1	65.000000	0.000040	104.000000		False	False									intact	intact	USA	2011		
GCA_001987015.1	m5node_000165	tip	GCA_001987015.1	65.000000	0.000040	105.000000		False	False									intact	intact	USA	2012		
GCA_001985265.1	m5node_000164	tip	GCA_001985265.1	64.000000	0.000040	106.000000		False	False									intact	intact	USA	2010		
m5node_000166	m5node_000163	internal		63.000000	0.000040	107.500000	100	False	False														
