sample_id_canonical	biosample_accession	assembly_accession	sra_run_accession	country_iso3	year	mlst_st	phylo_lineage	prn_call_initial	prn_mechanism_call	prn_call_confidence	prn_event_id	prn_query_cov_pct	prn_best_single_cov_pct	prn_hsp_n	bp_category	insertion_subject_gap_bp	is_element_best_hit	is_element_best_hit_pident	is_element_best_hit_qcov	read_validation_status	read_validation_support	evidence_flags	notes	bioproject_accession	country	date_resolution	source_database	sequencing_tech	total_sequence_length	gc_percent	n_contigs	contig_n50	ena_run_accession	sra_sample_accession	ena_sample_accession	raw_reads_available	raw_read_run_count	raw_read_link_status	raw_read_link_source	duplicate_group_id	record_decision	analysis_cohort_id	analysis_cohort_name	phylogeny_manifest_type	phylogeny_selected_for_tree	ptxP_label	fim3_label	fhaB2400_5550_label	marker_23s_status	background_profile_id	background_display_label	published_lineage_label	published_sublineage_label	typing_source_tier	phylo_lineage_source	prn_interpretable	prn_disrupted	evidence_tier	rescued_prn_call	country_program_target	prn_rescue_status	prn_rescue_source	has_reads	data_origin	culture_status	specimen_type	ct_or_dna_input	provenance_note
SAMD00892040	SAMD00892040	GCA_054656335.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892041	SAMD00892041	GCA_054656295.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJDB20413	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina iSeq	3843240	68	278	22460	DRR902026		DRS648494	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002196	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892042	SAMD00892042	GCA_054656255.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892043	SAMD00892043	GCA_054656235.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892044	SAMD00892044	GCA_054656175.1		JPN	2025			disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	91.26	2	fragmented_contigs					not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier	PRJDB20413	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina iSeq	3843369	68	278	22460	DRR902029		DRS648497	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002193	retain_representative	A	global_historical_phylogeny	balanced	true											False	False	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892045	SAMD00892045	GCA_054656135.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892046	SAMD00892046	GCA_054656075.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892047	SAMD00892047	GCA_054656035.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892048	SAMD00892048	GCA_054656015.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892049	SAMD00892049	GCA_054655955.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892050	SAMD00892050	GCA_054655915.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892051	SAMD00892051	GCA_054655895.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892052	SAMD00892052	GCA_054655855.1		JPN	2025			disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	91.26	2	fragmented_contigs					not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier		Japan																															False	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD00892053	SAMD00892053	GCA_054655795.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593369	SAMD01593369	GCA_055387325.1		JPN	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJDB35593	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina; Nanopore	4110572	67.5	1	4110572	DRR705527;DRR707961		DRS603309	true	2	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002213	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593370	SAMD01593370	GCA_055386935.1		JPN	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJDB35593	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina; Nanopore	4107464	67.5	1	4107464	DRR705528;DRR707962		DRS603310	true	2	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002212	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593371	SAMD01593371	GCA_055386605.1		JPN	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593372	SAMD01593372	GCA_055386115.1		JPN	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593373	SAMD01593373	GCA_055385715.1		JPN	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593374	SAMD01593374	GCA_055385365.1		JPN	2024			disrupted_multi_hsp	coding_disrupted_is481	rule_high	prn_evt_coding_disrupted_is481__is481__gap1043	100.00	91.26	2	insertion_like	1043	IS481	99.81	100.00	not_run	not_evaluated	best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit	confidence_is_pre_prn04_rule_tier	PRJDB35593	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina; Nanopore	4110603	67.5	1	4110603	DRR705532;DRR707966		DRS603314	true	2	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002208	retain_representative	A	global_historical_phylogeny	balanced	true											True	True	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593375	SAMD01593375	GCA_055542695.1		JPN	2025			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Japan																															True	False	assembly_low		jpn_ap_without_prn	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMD01593376	SAMD01593376	GCA_055384595.1		JPN	2025			disrupted_multi_hsp	coding_disrupted_is481	rule_high	prn_evt_coding_disrupted_is481__is481__gap1043	100.00	91.26	2	insertion_like	1043	IS481	99.81	100.00	not_run	not_evaluated	best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit	confidence_is_pre_prn04_rule_tier	PRJDB35593	Japan	full_date	SOURCE_DATABASE_GENBANK	Illumina; Nanopore	4110576	67.5	1	4110576	DRR705534;DRR707968		DRS603316	true	2	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002207	retain_representative	A	global_historical_phylogeny	balanced	true											True	True	assembly_low		jpn_ap_without_prn	not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1062145	SAMEA1062145	GCA_900327875.1		CZE	1954			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Czechia																															True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1062146	SAMEA1062146	GCA_900327835.1		CZE	1954			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		Czechia																															True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1062147	SAMEA1062147	GCA_900327845.1		CZE	1954			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB25820	Czech Republic	year_month	SOURCE_DATABASE_GENBANK	PacBio RS II	4160081	67.5	1	4160081			ERS2367613	false	0	sample_accession_only_no_run_found	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002220	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1062148	SAMEA1062148	GCA_900327855.1		CZE	1954			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB25820	Czech Republic	year_month	SOURCE_DATABASE_GENBANK	PacBio RS II	4160618	67.5	1	4160618			ERS2367614	false	0	sample_accession_only_no_run_found	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002221	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1062149	SAMEA1062149	GCA_900327865.1		CZE	1954			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB25820	Czech Republic	year_month	SOURCE_DATABASE_GENBANK	PacBio RS II	4162738	67.5	1	4162738			ERS2367615	false	0	sample_accession_only_no_run_found	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002222	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117615782	SAMEA117615782	GCA_965117315.1		FRA	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB85093	France	year	SOURCE_DATABASE_GENBANK	Illumina (MiSeq) and Nanopore	4144110	67.5	8	3243543			ERS22952165	false	0	sample_accession_only_no_run_found	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002245	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low		fra_ap_mixed	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117615783	SAMEA117615783	GCA_965117305.1		FRA	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB85093	France	year	SOURCE_DATABASE_GENBANK	Illumina (MiSeq) and Nanopore	4101081	67.5	3	4087939			ERS22952166	false	0	sample_accession_only_no_run_found	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002244	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low		fra_ap_mixed	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117615784	SAMEA117615784	GCA_965117285.1		FRA	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		France																															True	False	assembly_low		fra_ap_mixed	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117615785	SAMEA117615785	GCA_965117295.1		FRA	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		France																															True	False	assembly_low		fra_ap_mixed	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117615786	SAMEA117615786	GCA_965117325.1		FRA	2024			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier		France																															True	False	assembly_low		fra_ap_mixed	not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA117660713	SAMEA117660713	GCA_965137715.1						intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB85433	not provided	unparsed	SOURCE_DATABASE_GENBANK	Illumina NextSeq 500	3852834	68	317	18080	ERR14335769		ERS23167315	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_002247	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1705933	SAMEA1705933	GCA_000195715.1						intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier																																	True	False	assembly_low			not_applicable		False	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931276	SAMEA1931276	GCA_001330975.1		TWN	1992			low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	17.93	1.68	28						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier	PRJEB2274	Taiwan	year	SOURCE_DATABASE_GENBANK	SLX	844538	61.5	1715	499	ERR361869		ERS004697	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000182	retain_unique	A	global_historical_phylogeny	balanced	true											False	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931344	SAMEA1931344	GCA_001330995.1		NLD	1950			partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.01	64.43	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier	PRJEB2274	Netherlands	year	SOURCE_DATABASE_GENBANK	SLX	3709730	67.5	1176	5880	ERR361831		ERS005124	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000183	retain_representative	A	global_historical_phylogeny	balanced	true											False	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931345	SAMEA1931345	GCA_001209245.1		USA	2005			disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.65	64.43	6	fragmented_contigs					not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier		United States																															True	True	assembly_low	disrupted_multi_hsp	usa_ap_prn_background	rescued_override	selected_country_curation_override	False	public_read_rescue	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931346	SAMEA1931346	GCA_001331015.1		AUS	2002			disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.02	64.51	3	fragmented_contigs					not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier	PRJEB2274	Australia	year	SOURCE_DATABASE_GENBANK	SLX	3689049	67.5	979	6659	ERR361845		ERS005148	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000184	retain_representative	A	global_historical_phylogeny	balanced	true											True	True	assembly_low	disrupted_multi_hsp	aus_ap_with_prn	rescued_override	selected_country_curation_override	True	public_read_rescue	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931347	SAMEA1931347	GCA_001331035.1		HKG	2004			partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.71	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier	PRJEB2274	Hong Kong	year	SOURCE_DATABASE_GENBANK	SLX	3686205	67.5	1084	6197	ERR361851		ERS005154	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000185	retain_representative	A	global_historical_phylogeny	balanced	true											False	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931348	SAMEA1931348	GCA_001331055.1		POL	1963			intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier	PRJEB2274	Poland	year	SOURCE_DATABASE_GENBANK	SLX	3828670	68	375	16152	ERR361856		ERS005160	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000186	retain_representative	A	global_historical_phylogeny	balanced	true											True	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
SAMEA1931350	SAMEA1931350	GCA_001202695.1		NLD	1965			partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.11	64.62	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier	PRJEB2274	Netherlands	year	SOURCE_DATABASE_GENBANK	SLX	3656794	67.5	1165	5907	ERR361857		ERS005171	true	1	linked	ENA read_run search by sample_accession; local NCBI Datasets JSONL sample_ids	dupgrp_000106	retain_representative	A	global_historical_phylogeny	balanced	true											False	False	assembly_low			not_applicable		True	public_genome_assembly	not_reported_public_assembly	not_reported_public_assembly	not_reported_public_assembly	
