genome_fasta_path	marker	status	pident	qcov_pct	length	qlen	qstart	qend	sstart	send	bitscore	allele_len	allele_hash	error
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578740	575708	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1822689	1833461	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2969155	2970411	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219510	216715	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1238985	1240928	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2801336	2804083	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	bapC	ok	99.97	100.00	2987	2987	1	2987	1178077	1181062	5379.00	2986	c660b0c4770a7b3831666d706709f5d0	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3478901	3481933	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	fhaB	ok	99.99	100.00	10773	10773	1	10773	2237053	2226282	19420.00	10772	214cd959b341052962086ff6d9460835	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1815764	1817020	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218460	215665	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2816560	2814617	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1648993	1651740	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1659571	1656585	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	brkA	ok	99.97	100.00	3033	3033	1	3033	3466041	3463010	5462.00	3032	7a2c0063be827c53789d79a65ed08894	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1072016	1061244	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	652853	654109	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	3105787	3102993	5035.00	2795	d245456d3196971f8d54c94781097386	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	25376	27319	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	486088	488835	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	bapC	ok	99.97	100.00	2987	2987	1	2987	2881660	2878675	5379.00	2986	78b68b6b29f66c30659d1bdc5016a9eb	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579783	576751	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1822683	1833455	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2243970	2242714	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219504	216709	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1241083	1243026	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2409692	2406945	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2878967	2875981	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579783	576751	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1822086	1832858	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2242325	2241069	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219504	216709	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1239434	1241377	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2408046	2405299	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1180177	1183163	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3475769	3478801	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	fhaB	ok	99.99	100.01	10774	10773	1	10773	1768819	1779592	19422.00	10774	9e5832b3affae57020119a95a1f88965	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2189060	2187804	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	219509	216714	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2815525	2813582	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2354782	2352035	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	bapC	ok	99.97	100.00	2987	2987	1	2987	2879571	2876586	5379.00	2986	c660b0c4770a7b3831666d706709f5d0	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579789	576757	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1821641	1832413	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2241882	2240626	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219510	216715	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1241084	1243027	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2409702	2406955	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1514012	1516998	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3809591	3812623	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	fhaB	ok	99.94	100.00	10773	10773	1	10773	2102649	2113415	19402.00	10767	bf0380a4382bbf4c75bd1415249a55b0	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2521845	2520589	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	553346	550551	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	3148307	3146364	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2687566	2684819	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2592860	2589874	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	296219	293187	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2004223	1993451	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1583981	1585237	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	3568541	3565746	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	956463	958406	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1417210	1419957	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	bapC	ok	99.97	100.03	2988	2987	1	2987	2875380	2872393	5381.00	2988	617315bee57c6e03fd2aed0caf469cdb	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578740	575708	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	fhaB	ok	99.99	100.00	10773	10773	1	10773	1819545	1830316	19420.00	10772	214cd959b341052962086ff6d9460835	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2238736	2237480	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218461	215666	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1240037	1241980	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2405507	2402760	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1178084	1181070	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3475773	3478805	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1766723	1777495	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2186965	2185709	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218462	215667	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2814479	2812536	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2353736	2350989	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2044290	2047276	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578741	575709	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2633980	2644752	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	3054221	3052965	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218462	215667	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1240020	1241963	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	3220991	3218244	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1180155	1183141	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3478886	3481918	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2237039	2226267	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1816798	1818054	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218450	215655	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2817595	2815652	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1650027	1652774	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1179127	1182113	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3470070	3473102	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1767765	1778537	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2187126	2185870	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218463	215668	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2808805	2806862	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2352848	2350101	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001601775.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	839586	842572	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001601775.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	231693	228661	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001601775.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	83690	72918	19428.00	10773	da0478e047a411c37783a749fed0c19b	
